,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,state,Hour Event Began,time_location
808,January,2018-01-18,05:00:00,01/18/2018,11:00:00,Arkansas: Mississippi: Louisiana: Texas:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system ,Severe Weather,31500,Unknown,Texas,5,2018-01-18 5:00:00 | Texas
809,January,2018-01-18,05:00:00,01/18/2018,09:45:00,Mississippi:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system ,System Operations,1760,420000,Mississippi,5,2018-01-18 5:00:00 | Mississippi
810,January,2018-01-18,06:00:00,Unknown,Unknown,Louisiana:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system ,System Operations,Unknown,Unknown,Louisiana,6,2018-01-18 6:00:00 | Louisiana
811,January,2018-01-25,20:19:00,01/26/2018,02:00:00,Pennsylvania: Montgomery County;,RF,Cyber event that could potentially impact electric power system adequacy or reliability,Suspicious Activity,Unknown,Unknown,Pennsylvania,20,2018-01-25 20:00:00 | Pennsylvania
812,February,2018-02-04,13:42:00,02/04/2018,15:25:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,9760,0,California,13,2018-02-04 13:00:00 | California
813,February,2018-02-08,13:25:00,02/08/2018,13:31:00,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,30,10900,California,13,2018-02-08 13:00:00 | California
814,February,2018-02-17,16:33:00,02/18/2018,00:00:00,Oregon: Washington: California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Vandalism,2330,0,California,16,2018-02-17 16:00:00 | California
815,February,2018-02-17,16:33:00,02/18/2018,00:00:00,Oregon: Washington: California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Vandalism,2330,0,Oregon,16,2018-02-17 16:00:00 | Oregon
816,February,2018-02-17,16:33:00,02/18/2018,00:00:00,Oregon: Washington: California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Vandalism,2330,0,Washington,16,2018-02-17 16:00:00 | Washington
817,February,2018-02-17,17:56:00,02/18/2018,04:11:00,Oregon: Washington: California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Vandalism,2327,0,California,17,2018-02-17 17:00:00 | California
818,February,2018-02-17,17:56:00,02/18/2018,04:11:00,Oregon: Washington: California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Vandalism,2327,0,Oregon,17,2018-02-17 17:00:00 | Oregon
819,February,2018-02-17,17:56:00,02/18/2018,04:11:00,Oregon: Washington: California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Vandalism,2327,0,Washington,17,2018-02-17 17:00:00 | Washington
820,February,2018-02-28,12:08:00,03/01/2018,15:45:00,Florida:,FRCC,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0,Florida,12,2018-02-28 12:00:00 | Florida
821,February,2018-02-28,12:08:00,03/01/2018,15:45:00,Florida:,FRCC,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0,Florida,12,2018-02-28 12:00:00 | Florida
822,March,2018-03-01,11:43:00,03/01/2018,11:56:00,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,38,10898,California,11,2018-03-01 11:00:00 | California
823,March,2018-03-01,21:57:00,03/02/2018,10:14:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,86501,Ohio,21,2018-03-01 21:00:00 | Ohio
824,March,2018-03-01,22:20:00,03/04/2018,20:00:00,"Michigan: Wayne County, Washtenaw County, Oakland County, Macomb County, Monroe County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,95000,Michigan,22,2018-03-01 22:00:00 | Michigan
825,March,2018-03-02,17:00:00,03/06/2018,11:00:00,Delaware: Maryland:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,60000,Delaware,17,2018-03-02 17:00:00 | Delaware
826,March,2018-03-02,17:00:00,03/06/2018,11:00:00,Delaware: Maryland:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,60000,Maryland,17,2018-03-02 17:00:00 | Maryland
827,March,2018-03-02,23:17:00,03/03/2018,00:51:00,Washington: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Washington,23,2018-03-02 23:00:00 | Washington
828,March,2018-03-02,15:10:00,03/06/2018,04:57:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,249322,Ohio,15,2018-03-02 15:00:00 | Ohio
829,March,2018-03-02,11:34:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,50000,New York,11,2018-03-02 11:00:00 | New York
830,March,2018-03-02,15:46:00,03/04/2018,19:46:00,"New York: New York County, Westchester County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72353,New York,15,2018-03-02 15:00:00 | New York
831,March,2018-03-02,13:51:00,03/05/2018,13:18:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,325000,Connecticut,13,2018-03-02 13:00:00 | Connecticut
832,March,2018-03-02,13:51:00,03/05/2018,13:18:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,325000,Massachusetts,13,2018-03-02 13:00:00 | Massachusetts
833,March,2018-03-02,13:51:00,03/05/2018,13:18:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,325000,Rhode Island,13,2018-03-02 13:00:00 | Rhode Island
834,March,2018-03-02,13:51:00,03/04/2018,12:11:00,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,233136,Pennsylvania,13,2018-03-02 13:00:00 | Pennsylvania
835,March,2018-03-02,11:58:00,Unknown,Unknown,"Pennsylvania: Berks County, Bucks County, Carbon County, Chester County, Clinton County, Columbia County, Cumberland County, Dauphin County, Juniata County, Lackawanna County, Lancaster County, Lebanon County, Lehigh County, Luzerne County, Lycoming County, Monroe County, Montgomery County, Montour County, Northampton County, Northumberland County, Pike County, Schuylkill County, Snyder County;",RF,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,Unknown,126000,Pennsylvania,11,2018-03-02 11:00:00 | Pennsylvania
836,March,2018-03-02,12:00:00,03/05/2018,00:00:00,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,630000,Pennsylvania,12,2018-03-02 12:00:00 | Pennsylvania
837,March,2018-03-02,07:00:00,Unknown,Unknown,"New York: Dutchess County, Orange County, Greene County, Ulster County, Putnam County, Sullivan County, Albany County, Columbia County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000,New York,7,2018-03-02 7:00:00 | New York
838,March,2018-03-02,12:00:00,Unknown,Unknown,Maryland:,RF,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Severe Weather,670,474019,Maryland,12,2018-03-02 12:00:00 | Maryland
839,March,2018-03-02,08:42:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,63331,New York,8,2018-03-02 8:00:00 | New York
840,March,2018-03-02,08:00:00,03/03/2018,23:00:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65198,West Virginia,8,2018-03-02 8:00:00 | West Virginia
841,March,2018-03-02,08:00:00,03/03/2018,23:00:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65198,Virginia,8,2018-03-02 8:00:00 | Virginia
842,March,2018-03-07,16:10:00,03/10/2018,11:32:00,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,216800,New Jersey,16,2018-03-07 16:00:00 | New Jersey
843,March,2018-03-07,17:15:00,Unknown,Unknown,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,50,58000,New Jersey,17,2018-03-07 17:00:00 | New Jersey
844,March,2018-03-07,12:00:00,03/07/2018,17:00:00,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,120000,Pennsylvania,12,2018-03-07 12:00:00 | Pennsylvania
845,March,2018-03-07,19:37:00,03/10/2018,16:35:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,102000,Connecticut,19,2018-03-07 19:00:00 | Connecticut
846,March,2018-03-07,19:37:00,03/10/2018,16:35:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,102000,Maine,19,2018-03-07 19:00:00 | Maine
847,March,2018-03-07,19:37:00,03/10/2018,16:35:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,102000,Massachusetts,19,2018-03-07 19:00:00 | Massachusetts
848,March,2018-03-07,19:37:00,03/10/2018,16:35:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,102000,New Hampshire,19,2018-03-07 19:00:00 | New Hampshire
849,March,2018-03-07,19:37:00,03/10/2018,16:35:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,102000,Rhode Island,19,2018-03-07 19:00:00 | Rhode Island
850,March,2018-03-07,19:37:00,03/10/2018,16:35:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,102000,Vermont,19,2018-03-07 19:00:00 | Vermont
851,March,2018-03-12,00:00:00,04/06/2018,11:00:00,New York: Dutchess County;,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,New York,0,2018-03-12 0:00:00 | New York
852,March,2018-03-13,08:50:00,03/14/2018,23:22:00,Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,123629,Massachusetts,8,2018-03-13 8:00:00 | Massachusetts
853,March,2018-03-13,08:50:00,03/14/2018,23:22:00,Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,123629,Rhode Island,8,2018-03-13 8:00:00 | Rhode Island
854,March,2018-03-13,00:10:00,03/13/2018,00:34:00,Colorado:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0,Colorado,0,2018-03-13 0:00:00 | Colorado
855,March,2018-03-19,23:29:00,03/20/2018,03:37:00,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,261,78220,Alabama,23,2018-03-19 23:00:00 | Alabama
856,March,2018-03-19,23:29:00,03/20/2018,03:37:00,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,261,78220,Georgia,23,2018-03-19 23:00:00 | Georgia
857,March,2018-03-20,19:00:00,03/25/2018,06:30:00,"New Jersey: Atlantic County, Camden County, Cape May County, Gloucester County, Salem County, Cumberland County, Burlington County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,80,124000,New Jersey,19,2018-03-20 19:00:00 | New Jersey
858,March,2018-03-24,22:30:00,03/26/2018,20:00:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81227,West Virginia,22,2018-03-24 22:00:00 | West Virginia
859,March,2018-03-24,22:30:00,03/26/2018,20:00:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81227,Virginia,22,2018-03-24 22:00:00 | Virginia
860,March,2018-03-26,03:05:00,03/26/2018,03:35:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,California,3,2018-03-26 3:00:00 | California
861,March,2018-03-28,15:00:00,03/28/2018,16:00:00,Washington: Walla Walla County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,12,1185,Washington,15,2018-03-28 15:00:00 | Washington
862,April,2018-04-03,11:15:00,04/03/2018,11:30:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,California,11,2018-04-03 11:00:00 | California
863,April,2018-04-04,16:42:00,04/07/2018,06:22:00,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72896,New York,16,2018-04-04 16:00:00 | New York
864,April,2018-04-05,00:50:00,04/05/2018,16:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65932,Connecticut,0,2018-04-05 0:00:00 | Connecticut
865,April,2018-04-05,00:50:00,04/05/2018,16:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65932,Maine,0,2018-04-05 0:00:00 | Maine
866,April,2018-04-05,00:50:00,04/05/2018,16:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65932,Massachusetts,0,2018-04-05 0:00:00 | Massachusetts
867,April,2018-04-05,00:50:00,04/05/2018,16:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65932,New Hampshire,0,2018-04-05 0:00:00 | New Hampshire
868,April,2018-04-05,00:50:00,04/05/2018,16:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65932,Rhode Island,0,2018-04-05 0:00:00 | Rhode Island
869,April,2018-04-05,00:50:00,04/05/2018,16:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65932,Vermont,0,2018-04-05 0:00:00 | Vermont
870,April,2018-04-09,10:07:00,04/09/2018,16:00:00,Washington: Walla Walla County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Washington,10,2018-04-09 10:00:00 | Washington
871,April,2018-04-09,12:16:00,04/09/2018,13:52:00,Utah: Salt Lake County;,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Transmission Interruption,806,57000,Utah,12,2018-04-09 12:00:00 | Utah
872,April,2018-04-09,11:16:00,Unknown,Unknown,Utah:,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Transmission Interruption,300,250000,Utah,11,2018-04-09 11:00:00 | Utah
873,April,2018-04-09,23:10:00,04/10/2018,06:47:00,Florida: Palm Beach County;,FRCC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Sabotage,55,27000,Florida,23,2018-04-09 23:00:00 | Florida
874,April,2018-04-14,09:30:00,04/14/2018,10:00:00,Louisiana: Arkansas: Mississippi: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56350,Arkansas,9,2018-04-14 9:00:00 | Arkansas
875,April,2018-04-14,09:30:00,04/14/2018,10:00:00,Louisiana: Arkansas: Mississippi: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56350,Louisiana,9,2018-04-14 9:00:00 | Louisiana
876,April,2018-04-14,09:30:00,04/14/2018,10:00:00,Louisiana: Arkansas: Mississippi: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56350,Mississippi,9,2018-04-14 9:00:00 | Mississippi
877,April,2018-04-14,09:30:00,04/14/2018,10:00:00,Louisiana: Arkansas: Mississippi: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56350,Texas,9,2018-04-14 9:00:00 | Texas
878,April,2018-04-15,07:30:00,04/18/2018,07:30:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,389591,Michigan,7,2018-04-15 7:00:00 | Michigan
879,April,2018-04-15,17:14:00,04/15/2018,23:25:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,78100,North Carolina,17,2018-04-15 17:00:00 | North Carolina
880,April,2018-04-15,17:14:00,04/15/2018,23:25:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,78100,South Carolina,17,2018-04-15 17:00:00 | South Carolina
881,May,2018-05-02,14:52:00,05/02/2018,16:14:00,North Carolina:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,North Carolina,14,2018-05-02 14:00:00 | North Carolina
882,May,2018-05-04,14:00:00,05/05/2018,09:30:00,"Michigan: Calhoun County, Genesee County, Ingham County, Kent County, Macomb County, Midland County, Saginaw County, Gratiot County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000,Michigan,14,2018-05-04 14:00:00 | Michigan
883,May,2018-05-04,12:00:00,05/06/2018,13:00:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,300000,Michigan,12,2018-05-04 12:00:00 | Michigan
884,May,2018-05-04,20:10:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,106150,New York,20,2018-05-04 20:00:00 | New York
885,May,2018-05-04,23:10:00,05/05/2018,00:40:00,New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56000,New Hampshire,23,2018-05-04 23:00:00 | New Hampshire
886,May,2018-05-04,23:10:00,05/05/2018,00:40:00,New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56000,Vermont,23,2018-05-04 23:00:00 | Vermont
887,May,2018-05-05,04:30:00,05/05/2018,15:30:00,Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,31900,Maine,4,2018-05-05 4:00:00 | Maine
888,May,2018-05-05,04:30:00,05/05/2018,15:30:00,Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,31900,New Hampshire,4,2018-05-05 4:00:00 | New Hampshire
889,May,2018-05-05,04:30:00,05/05/2018,15:30:00,Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,31900,Vermont,4,2018-05-05 4:00:00 | Vermont
890,May,2018-05-07,10:30:00,05/07/2018,10:36:00,New York: Tompkins County;,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspected Physical Attack,0,0,New York,10,2018-05-07 10:00:00 | New York
891,May,2018-05-08,16:00:00,05/08/2018,16:01:00,Utah: Washington County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0,Utah,16,2018-05-08 16:00:00 | Utah
892,May,2018-05-08,16:00:00,05/08/2018,16:01:00,Utah: Washington County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0,Washington,16,2018-05-08 16:00:00 | Washington
893,May,2018-05-14,19:08:00,Unknown,Unknown,Virginia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112000,Virginia,19,2018-05-14 19:00:00 | Virginia
894,May,2018-05-15,14:50:00,Unknown,Unknown,"Pennsylvania: Lehigh County, Schuylkill County, Cumberland County, Lancaster County, Northampton County, Berks County, Clinton County, Susquehanna County, Bucks County, Carbon County, Chester County, Columbia County, Juniata County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,114000,Pennsylvania,14,2018-05-15 14:00:00 | Pennsylvania
895,May,2018-05-15,16:00:00,Unknown,Unknown,"New York: Dutchess County, Ulster County, Orange County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72000,New York,16,2018-05-15 16:00:00 | New York
896,May,2018-05-15,17:25:00,Unknown,Unknown,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,82372,New Jersey,17,2018-05-15 17:00:00 | New Jersey
897,May,2018-05-15,18:14:00,05/15/2018,19:00:00,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,52872,Pennsylvania,18,2018-05-15 18:00:00 | Pennsylvania
898,May,2018-05-15,18:35:00,05/18/2018,15:57:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,120000,Connecticut,18,2018-05-15 18:00:00 | Connecticut
899,May,2018-05-15,18:35:00,05/18/2018,15:57:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,120000,Massachusetts,18,2018-05-15 18:00:00 | Massachusetts
900,May,2018-05-15,18:35:00,05/18/2018,15:57:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,120000,Rhode Island,18,2018-05-15 18:00:00 | Rhode Island
901,May,2018-05-15,15:00:00,05/18/2018,13:48:00,Massachusetts:,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Massachusetts,15,2018-05-15 15:00:00 | Massachusetts
902,May,2018-05-15,17:15:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,49999,New York,17,2018-05-15 17:00:00 | New York
903,May,2018-05-17,01:11:00,Unknown,Unknown,California: Contra Costa County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,70,70000,California,1,2018-05-17 1:00:00 | California
904,May,2018-05-17,01:11:00,05/18/2018,00:38:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Transmission Disruption,124,70000,California,1,2018-05-17 1:00:00 | California
905,May,2018-05-26,18:40:00,05/27/2018,23:50:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,163932,Texas,18,2018-05-26 18:00:00 | Texas
906,June,2018-06-02,05:00:00,06/02/2018,11:00:00,"Missouri: Jackson County, Clay County, Platte County, Andrew County; Kansas: Johnson County;",SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,103535,Kansas,5,2018-06-02 5:00:00 | Kansas
907,June,2018-06-02,05:00:00,06/02/2018,11:00:00,"Missouri: Jackson County, Clay County, Platte County, Andrew County; Kansas: Johnson County;",SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,103535,Missouri,5,2018-06-02 5:00:00 | Missouri
908,June,2018-06-04,08:50:00,06/04/2018,14:00:00,Florida: Alachua County;,FRCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,Florida,8,2018-06-04 8:00:00 | Florida
909,June,2018-06-09,09:54:00,06/09/2018,12:12:00,Georgia:,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more,System Operations,0,0,Georgia,9,2018-06-09 9:00:00 | Georgia
910,June,2018-06-10,14:25:00,06/11/2018,05:58:00,Kentucky:,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more,System Operations,Unknown,Unknown,Kentucky,14,2018-06-10 14:00:00 | Kentucky
911,June,2018-06-12,16:15:00,Unknown,Unknown,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,Nevada,16,2018-06-12 16:00:00 | Nevada
912,June,2018-06-12,15:00:00,06/12/2018,15:15:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,California,15,2018-06-12 15:00:00 | California
913,June,2018-06-18,18:20:00,06/19/2018,00:15:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112927,Connecticut,18,2018-06-18 18:00:00 | Connecticut
914,June,2018-06-18,18:20:00,06/19/2018,00:15:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112927,Maine,18,2018-06-18 18:00:00 | Maine
915,June,2018-06-18,18:20:00,06/19/2018,00:15:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112927,Massachusetts,18,2018-06-18 18:00:00 | Massachusetts
916,June,2018-06-18,18:20:00,06/19/2018,00:15:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112927,New Hampshire,18,2018-06-18 18:00:00 | New Hampshire
917,June,2018-06-18,18:20:00,06/19/2018,00:15:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112927,Rhode Island,18,2018-06-18 18:00:00 | Rhode Island
918,June,2018-06-18,18:20:00,06/19/2018,00:15:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112927,Vermont,18,2018-06-18 18:00:00 | Vermont
919,June,2018-06-20,22:58:00,06/21/2018,06:05:00,Florida: Palm Beach County;,FRCC,Complete operational failure or shut-down of the transmission and/or distribution of electrical system,Transmission Interruption,73,27000,Florida,22,2018-06-20 22:00:00 | Florida
