,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,state,Hour Event Began,time_location
141,July,2014-07-03,22:55:00,07/04/2014,1:50:00,"Vermont, New Hampshire, Maine, Rhode Island, Massachusetts, Connecticut",NPCC,Missing,Severe Weather - Thunderstorms,Unknown,64000,Rhode Island,22,2014-07-03 22:00:00 | Rhode Island
142,July,2014-07-03,22:55:00,07/04/2014,1:50:00,"Vermont, New Hampshire, Maine, Rhode Island, Massachusetts, Connecticut",NPCC,Missing,Severe Weather - Thunderstorms,Unknown,64000,Vermont,22,2014-07-03 22:00:00 | Vermont
143,July,2014-07-08,20:30:00,07/11/2014,23:00:00,Pennsylvania,RFC,Missing,Severe Weather - Thunderstorms,Unknown,260000,Pennsylvania,20,2014-07-08 20:00:00 | Pennsylvania
144,July,2014-07-08,21:31:00,Unknown,Unknown,Maryland,RFC,Missing,Severe Weather - Thunderstorms,Unknown,56600,Maryland,21,2014-07-08 21:00:00 | Maryland
145,July,2014-07-08,18:00:00,07/11/2014,17:53:00,Eastern Pennsylvania,RFC,Missing,Severe Weather - Thunderstorms,Unknown,69000,Pennsylvania,18,2014-07-08 18:00:00 | Pennsylvania
146,July,2014-07-08,17:30:00,07/12/2014,23:20:00,"Maryland, West Virginia",RFC,Missing,Severe Weather - Thunderstorms,Unknown,96000,Maryland,17,2014-07-08 17:00:00 | Maryland
147,July,2014-07-08,17:30:00,07/12/2014,23:20:00,"Maryland, West Virginia",RFC,Missing,Severe Weather - Thunderstorms,Unknown,96000,West Virginia,17,2014-07-08 17:00:00 | West Virginia
148,July,2014-07-08,17:30:00,07/12/2014,23:30:00,West Virginia,RFC,Missing,Severe Weather - Thunderstorms,Unknown,71000,West Virginia,17,2014-07-08 17:00:00 | West Virginia
149,July,2014-07-08,19:21:00,07/11/2014,7:00:00,Upstate New York,NPCC,Missing,Severe Weather - Thunderstorms,Unknown,65000,New York,19,2014-07-08 19:00:00 | New York
150,July,2014-07-08,17:30:00,07/10/2014,15:00:00,Central and Northeastern Pennsylvania,RFC,Missing,Severe Weather - Thunderstorms,Unknown,66000,Pennsylvania,17,2014-07-08 17:00:00 | Pennsylvania
151,July,2014-07-14,16:00:00,07/14/2014,16:15:00,Washington,WECC,Missing,Suspected Physical Attack,Unknown,Unknown,Washington,16,2014-07-14 16:00:00 | Washington
152,July,2014-07-23,19:14:00,07/24/2014,0:23:00,"Arkansas, Louisiana",SERC,Missing,Severe Weather - Thunderstorms,Unknown,57299,Arkansas,19,2014-07-23 19:00:00 | Arkansas
153,July,2014-07-23,19:14:00,07/24/2014,0:23:00,"Arkansas, Louisiana",SERC,Missing,Severe Weather - Thunderstorms,Unknown,57299,Louisiana,19,2014-07-23 19:00:00 | Louisiana
154,July,2014-07-24,16:29:00,07/24/2014,23:32:00,California,WECC,Missing,Load shedding of 100 Megawatts,126,26856,California,16,2014-07-24 16:00:00 | California
155,July,2014-07-27,17:00:00,07/28/2014,23:00:00,Southeast Michigan,RFC,Missing,Severe Weather - Thunderstorms,Unknown,156611,Michigan,17,2014-07-27 17:00:00 | Michigan
156,July,2014-07-27,23:00:00,07/28/2014,4:00:00,Central California,WECC,Missing,Uncontrolled Loss of 300 Megawatts,480,1,California,23,2014-07-27 23:00:00 | California
157,August,2014-08-01,15:03:00,08/01/2014,15:04:00,Utah,WECC,Missing,Physical Attack,Unknown,Unknown,Utah,15,2014-08-01 15:00:00 | Utah
158,August,2014-08-23,16:39:00,08/24/2014,1:46:00,"City of Highland, Illinois",RFC,Missing,Operational Failure of Electrical System,31,6549,Illinois,16,2014-08-23 16:00:00 | Illinois
159,August,2014-08-24,3:20:00,08/25/2014,7:05:00,"North of San Francisco, California",WECC,Missing,Earthquake,95,70000,California,3,2014-08-24 3:00:00 | California
160,August,2014-08-26,15:30:00,Unknown,Unknown,Southeast Michigan,RFC,Missing,Severe Weather - Thunderstorms,Unknown,Unknown,Michigan,15,2014-08-26 15:00:00 | Michigan
161,August,2014-08-27,12:49:00,08/27/2014,13:30:00,Delaware,RFC,Missing,Suspected Physical Attack,Unknown,Unknown,Delaware,12,2014-08-27 12:00:00 | Delaware
162,August,2014-08-30,15:30:00,09/01/2014,14:30:00,"Luzerne County, Pennsylvania",RFC,Missing,Suspected Physical Attack,Unknown,Unknown,Pennsylvania,15,2014-08-30 15:00:00 | Pennsylvania
163,September,2014-09-05,20:00:00,Unknown,Unknown,Michigan,RFC,Missing,Severe Weather - Thunderstorms,Unknown,324000,Michigan,20,2014-09-05 20:00:00 | Michigan
164,September,2014-09-05,16:30:00,09/06/2014,14:00:00,Illinois,RFC,Missing,Severe Weather - Thunderstorms,Unknown,180400,Illinois,16,2014-09-05 16:00:00 | Illinois
165,September,2014-09-05,19:14:00,09/06/2014,13:00:00,Lower Peninsula of Michigan,RFC,Missing,Severe Weather - Thunderstorms,50,60000,Michigan,19,2014-09-05 19:00:00 | Michigan
166,September,2014-09-14,21:50:00,09/17/2014,15:08:00,Oregon,WECC,Missing,Electrical System Separation (Islanding),1,123,Oregon,21,2014-09-14 21:00:00 | Oregon
167,September,2014-09-16,11:56:00,09/16/2014,11:57:00,California,WECC,Missing,Physical Attack - Vandalism,Unknown,Unknown,California,11,2014-09-16 11:00:00 | California
168,September,2014-09-17,13:30:00,09/17/2014,14:00:00,Michigan,RFC,Missing,Suspected Physical Attack - Suspcious Activity,Unknown,Unknown,Michigan,13,2014-09-17 13:00:00 | Michigan
169,September,2014-09-19,14:20:00,09/23/2014,13:10:00,"Estacada, Oregon",WECC,Missing,Electrical System Separation (Islanding),1,123,Oregon,14,2014-09-19 14:00:00 | Oregon
170,September,2014-09-22,11:00:00,09/22/2014,11:01:00,Northeast Minnesota,MRO,Missing,Fuel Supply Emergency - Coal,1000,140000,Minnesota,11,2014-09-22 11:00:00 | Minnesota
171,September,2014-09-23,1:13:00,09/23/2014,3:00:00,New York,NPCC,Missing,Physical Attack - Suspcious Activity,Unknown,Unknown,New York,1,2014-09-23 1:00:00 | New York
172,September,2014-09-21,13:30:00,Unknown,Unknown,New York,NPCC,Missing,Physical Attack - Suspcious Activity,Unknown,Unknown,New York,13,2014-09-21 13:00:00 | New York
173,September,2014-09-24,11:30:00,09/24/2014,15:43:00,Washington,WECC,Missing,Physical Attack - Vandalism,Unknown,Unknown,Washington,11,2014-09-24 11:00:00 | Washington
174,October,2014-10-02,15:00:00,10/02/2014,15:01:00,"Cave Junction, Oregon",WECC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Oregon,15,2014-10-02 15:00:00 | Oregon
175,October,2014-10-02,22:15:00,Unknown,Unknown,Arkansas,SERC,Missing,Severe Weather - Thunderstorms,Unknown,67300,Arkansas,22,2014-10-02 22:00:00 | Arkansas
176,October,2014-10-02,16:00:00,10/07/2014,10:00:00,Texas,TRE,Missing,Severe Weather - Thunderstorms,Unknown,500000,Texas,16,2014-10-02 16:00:00 | Texas
177,October,2014-10-06,10:52:00,10/07/2014,0:52:00,"Houston, Texas",TRE,Missing,Severe Weather - Thunderstorms,292,129237,Texas,10,2014-10-06 10:00:00 | Texas
178,October,2014-10-07,12:00:00,10/07/2014,12:01:00,Maryland,RFC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Maryland,12,2014-10-07 12:00:00 | Maryland
179,October,2014-10-08,16:47:00,10/08/2014,18:29:00,Rio Grande Valley Texas,TRE,Missing,Public Appeal to Reduce Electricity Usage; Load Shed of 100 MW,Unknown,Unknown,Texas,16,2014-10-08 16:00:00 | Texas
180,October,2014-10-08,16:49:00,10/08/2014,18:23:00,Rio Grande Valley Texas,TRE,Missing,Public Appeal to Reduce Electricity Usage; Load Shed of 100 MW,585,120000,Texas,16,2014-10-08 16:00:00 | Texas
181,October,2014-10-09,9:27:00,Unknown,Unknown,Rio Grande Valley Texas,TRE,Missing,Public Appeal to Reduce Electricity Usage,Unknown,2800,Texas,9,2014-10-09 9:00:00 | Texas
182,October,2014-10-13,12:45:00,10/13/2014,16:15:00,Louisiana,SERC,Missing,Severe Weather - Thunderstorms,Unknown,68600,Louisiana,12,2014-10-13 12:00:00 | Louisiana
183,October,2014-10-14,7:33:00,10/14/2014,7:34:00,Oregon,WECC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Oregon,7,2014-10-14 7:00:00 | Oregon
184,October,2014-10-14,5:44:00,10/14/2014,17:50:00,"Alabama, Florida, Georgia",SERC,Missing,Severe Weather - Thunderstorms,191,57475,Alabama,5,2014-10-14 5:00:00 | Alabama
185,October,2014-10-14,5:44:00,10/14/2014,17:50:00,"Alabama, Florida, Georgia",SERC,Missing,Severe Weather - Thunderstorms,191,57475,Florida,5,2014-10-14 5:00:00 | Florida
186,October,2014-10-14,5:44:00,10/14/2014,17:50:00,"Alabama, Florida, Georgia",SERC,Missing,Severe Weather - Thunderstorms,191,57475,Georgia,5,2014-10-14 5:00:00 | Georgia
187,October,2014-10-15,7:46:00,10/15/2014,7:47:00,Oregon,WECC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Oregon,7,2014-10-15 7:00:00 | Oregon
188,October,2014-10-16,9:12:00,10/17/2014,15:00:00,"Garden City, Kansas",MRO,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Kansas,9,2014-10-16 9:00:00 | Kansas
189,October,2014-10-20,0:00:00,Unknown,Unknown,"Howard County, Texas",MRO,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Texas,0,2014-10-20 0:00:00 | Texas
190,October,2014-10-21,8:25:00,10/21/2014,10:08:00,"Carmel, Indiana",MRO,Missing,Suspected Cyber Attack,Unknown,Unknown,Indiana,8,2014-10-21 8:00:00 | Indiana
191,October,2014-10-22,22:46:00,10/22/2014,22:47:00,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather,Unknown,66650,Connecticut,22,2014-10-22 22:00:00 | Connecticut
192,October,2014-10-22,22:46:00,10/22/2014,22:47:00,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather,Unknown,66650,Maine,22,2014-10-22 22:00:00 | Maine
193,October,2014-10-22,22:46:00,10/22/2014,22:47:00,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather,Unknown,66650,Massachusetts,22,2014-10-22 22:00:00 | Massachusetts
194,October,2014-10-22,22:46:00,10/22/2014,22:47:00,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather,Unknown,66650,New Hampshire,22,2014-10-22 22:00:00 | New Hampshire
195,October,2014-10-22,22:46:00,10/22/2014,22:47:00,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather,Unknown,66650,Rhode Island,22,2014-10-22 22:00:00 | Rhode Island
196,October,2014-10-22,22:46:00,10/22/2014,22:47:00,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather,Unknown,66650,Vermont,22,2014-10-22 22:00:00 | Vermont
197,October,2014-10-24,18:16:00,10/25/2014,13:51:00,"Enfield, Connecticut ",NPCC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Connecticut,18,2014-10-24 18:00:00 | Connecticut
198,October,2014-10-24,16:00:00,10/24/2014,17:50:00,"Howard County, Texas",MRO,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Texas,16,2014-10-24 16:00:00 | Texas
199,October,2014-10-25,16:00:00,10/25/2014,22:00:00,"Greater Portland and Salem, Oregon",WECC,Missing,Severe Weather - Wind,216,78000,Oregon,16,2014-10-25 16:00:00 | Oregon
200,October,2014-10-25,18:00:00,Unknown,Unknown,"King County, Thurston County and Kitsap County,  Washington",WECC,Missing,Severe Weather - Wind,154,96000,Washington,18,2014-10-25 18:00:00 | Washington
201,November,2014-11-01,1:00:00,11/01/2014,1:01:00,"Portland, Oregon",WECC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Oregon,1,2014-11-01 1:00:00 | Oregon
202,November,2014-11-02,13:46:00,Unknown,Unknown,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",NPCC,Missing,Severe Weather - Winter Storm,Unknown,63719,Connecticut,13,2014-11-02 13:00:00 | Connecticut
203,November,2014-11-02,13:46:00,Unknown,Unknown,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",NPCC,Missing,Severe Weather - Winter Storm,Unknown,63719,Maine,13,2014-11-02 13:00:00 | Maine
204,November,2014-11-02,13:46:00,Unknown,Unknown,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",NPCC,Missing,Severe Weather - Winter Storm,Unknown,63719,Massachusetts,13,2014-11-02 13:00:00 | Massachusetts
205,November,2014-11-02,13:46:00,Unknown,Unknown,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",NPCC,Missing,Severe Weather - Winter Storm,Unknown,63719,New Hampshire,13,2014-11-02 13:00:00 | New Hampshire
206,November,2014-11-02,13:46:00,Unknown,Unknown,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",NPCC,Missing,Severe Weather - Winter Storm,Unknown,63719,Rhode Island,13,2014-11-02 13:00:00 | Rhode Island
207,November,2014-11-02,13:46:00,Unknown,Unknown,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",NPCC,Missing,Severe Weather - Winter Storm,Unknown,63719,Vermont,13,2014-11-02 13:00:00 | Vermont
208,November,2014-11-11,18:00:00,11/14/2014,15:00:00,Washington,WECC,Missing,Severe Weather - Wind,132,68000,Washington,18,2014-11-11 18:00:00 | Washington
209,November,2014-11-12,2:59:00,11/12/2014,3:00:00,Unknown,SERC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Unknown,2,2014-11-12 2:00:00 | Unknown
210,November,2014-11-13,7:07:00,11/13/2014,7:08:00,"Howard County,Texas",MRO,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Texas,7,2014-11-13 7:00:00 | Texas
211,November,2014-11-14,9:50:00,11/14/2014,13:18:00,"Estacada, Oregon",WECC,Missing,Electrical System Islanding,1,123,Oregon,9,2014-11-14 9:00:00 | Oregon
212,November,2014-11-19,14:44:00,11/19/2014,14:45:00,"Victorville, California",WECC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,California,14,2014-11-19 14:00:00 | California
213,November,2014-11-21,20:29:00,11/23/2014,0:16:00,"Twin Falls, Idaho",WECC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Idaho,20,2014-11-21 20:00:00 | Idaho
214,November,2014-11-21,11:26:00,11/23/2014,17:20:00,"Sand Springs - Fort Rock, Oregon",WECC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Oregon,11,2014-11-21 11:00:00 | Oregon
215,November,2014-11-24,0:00:00,Unknown,Unknown,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",SPP,Missing,Fuel Supply Emergency - Coal,Unknown,Unknown,Arkansas,0,2014-11-24 0:00:00 | Arkansas
216,November,2014-11-24,0:00:00,Unknown,Unknown,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",SPP,Missing,Fuel Supply Emergency - Coal,Unknown,Unknown,Kansas,0,2014-11-24 0:00:00 | Kansas
217,November,2014-11-24,0:00:00,Unknown,Unknown,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",SPP,Missing,Fuel Supply Emergency - Coal,Unknown,Unknown,Louisiana,0,2014-11-24 0:00:00 | Louisiana
218,November,2014-11-24,0:00:00,Unknown,Unknown,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",SPP,Missing,Fuel Supply Emergency - Coal,Unknown,Unknown,Nebraska,0,2014-11-24 0:00:00 | Nebraska
219,November,2014-11-24,0:00:00,Unknown,Unknown,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",SPP,Missing,Fuel Supply Emergency - Coal,Unknown,Unknown,New Mexico,0,2014-11-24 0:00:00 | New Mexico
220,November,2014-11-24,0:00:00,Unknown,Unknown,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",SPP,Missing,Fuel Supply Emergency - Coal,Unknown,Unknown,Texas,0,2014-11-24 0:00:00 | Texas
221,November,2014-11-24,12:00:00,11/27/2014,13:00:00,Michigan,RFC,Missing,Severe Weather - Wind,Unknown,186154,Michigan,12,2014-11-24 12:00:00 | Michigan
222,November,2014-11-26,17:50:00,11/28/2014,7:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather - Winter Storm,Unknown,79530,Connecticut,17,2014-11-26 17:00:00 | Connecticut
223,November,2014-11-26,17:50:00,11/28/2014,7:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather - Winter Storm,Unknown,79530,Maine,17,2014-11-26 17:00:00 | Maine
224,November,2014-11-26,17:50:00,11/28/2014,7:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather - Winter Storm,Unknown,79530,Massachusetts,17,2014-11-26 17:00:00 | Massachusetts
225,November,2014-11-26,17:50:00,11/28/2014,7:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather - Winter Storm,Unknown,79530,New Hampshire,17,2014-11-26 17:00:00 | New Hampshire
226,November,2014-11-26,17:50:00,11/28/2014,7:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather - Winter Storm,Unknown,79530,Rhode Island,17,2014-11-26 17:00:00 | Rhode Island
227,November,2014-11-26,17:50:00,11/28/2014,7:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Severe Weather - Winter Storm,Unknown,79530,Vermont,17,2014-11-26 17:00:00 | Vermont
228,December,2014-12-01,10:44:00,12/01/2014,10:45:00,"Fayetteville, North Carolina",SERC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,North Carolina,10,2014-12-01 10:00:00 | North Carolina
229,December,2014-12-03,12:15:00,12/03/2014,12:16:00,Maine,NPCC,Missing,Suspected Physical Attack - Vandalism,Unknown,Unknown,Maine,12,2014-12-03 12:00:00 | Maine
230,December,2014-12-11,6:40:00,Unknown,Unknown,Northern California,WECC,Missing,Severe Weather- High Winds,Unknown,Unknown,California,6,2014-12-11 6:00:00 | California
231,December,2014-12-11,7:21:00,12/11/2014,21:53:00,"San Francisco, California",WECC,Missing,Distribution Interruption - Unknown Cause,225,75000,California,7,2014-12-11 7:00:00 | California
232,December,2014-12-11,23:15:00,Unknown,Unknown,Northern California,WECC,Missing,Severe Weather- High Winds,Unknown,Unknown,California,23,2014-12-11 23:00:00 | California
233,December,2014-12-11,16:05:00,12/11/2014,21:00:00,"Portland, Oregon",WECC,Missing,Severe Weather- High Winds,250,85470,Oregon,16,2014-12-11 16:00:00 | Oregon
234,December,2014-12-11,17:00:00,12/12/2014,10:00:00,"Kitsap, Thurston, Whatcom counties Washington",WECC,Missing,Severe Weather- High Winds,116,264000,Washington,17,2014-12-11 17:00:00 | Washington
235,December,2014-12-17,11:00:00,12/17/2014,12:15:00,Washington,WECC,Missing,Suspected Physical Attack,Unknown,Unknown,Washington,11,2014-12-17 11:00:00 | Washington
236,December,2014-12-30,15:50:00,12/31/2014,11:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Suspected Cyber Attack,Unknown,Unknown,Connecticut,15,2014-12-30 15:00:00 | Connecticut
237,December,2014-12-30,15:50:00,12/31/2014,11:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Suspected Cyber Attack,Unknown,Unknown,Maine,15,2014-12-30 15:00:00 | Maine
238,December,2014-12-30,15:50:00,12/31/2014,11:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Suspected Cyber Attack,Unknown,Unknown,Massachusetts,15,2014-12-30 15:00:00 | Massachusetts
239,December,2014-12-30,15:50:00,12/31/2014,11:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Suspected Cyber Attack,Unknown,Unknown,New Hampshire,15,2014-12-30 15:00:00 | New Hampshire
240,December,2014-12-30,15:50:00,12/31/2014,11:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Suspected Cyber Attack,Unknown,Unknown,Rhode Island,15,2014-12-30 15:00:00 | Rhode Island
241,December,2014-12-30,15:50:00,12/31/2014,11:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Missing,Suspected Cyber Attack,Unknown,Unknown,Vermont,15,2014-12-30 15:00:00 | Vermont
242,December,2014-12-30,13:08:00,01/01/2015,16:50:00,Northern California,WECC,Missing,Severe Weather- High Winds,127,84500,California,13,2014-12-30 13:00:00 | California
243,January,2015-01-07,17:00:00,2015-01-08 00:00:00,08:35:00,Tennessee,SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Unknown,Unknown,Tennessee,17,2015-01-07 17:00:00 | Tennessee
244,January,2015-01-07,17:00:00,2015-01-08 00:00:00,08:35:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Unknown,Unknown,Alabama,17,2015-01-07 17:00:00 | Alabama
245,January,2015-01-07,17:00:00,2015-01-08 00:00:00,08:35:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Unknown,Unknown,Georgia,17,2015-01-07 17:00:00 | Georgia
246,January,2015-01-07,17:00:00,2015-01-08 00:00:00,08:35:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Unknown,Unknown,Kentucky,17,2015-01-07 17:00:00 | Kentucky
247,January,2015-01-07,17:00:00,2015-01-08 00:00:00,08:35:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Unknown,Unknown,Missouri,17,2015-01-07 17:00:00 | Missouri
248,January,2015-01-07,17:00:00,2015-01-08 00:00:00,08:35:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Unknown,Unknown,North Carolina,17,2015-01-07 17:00:00 | North Carolina
249,January,2015-01-07,17:00:00,2015-01-08 00:00:00,08:35:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,Unknown,Unknown,Tennessee,17,2015-01-07 17:00:00 | Tennessee
